Dataset,Selection,Learning,Sparse,BinWeight,RMSE
1,0,0,0,0,22.7916076134189
1,0,0,0,1,23.8592470519942
1,0,0,50,0,22.2183828059064
1,0,0,50,1,22.7459219033513
1,0,0,80,0,20.4154654711625
1,0,0,80,1,20.6430099176282
1,0,0,90,0,19.2002852489049
1,0,0,90,1,19.265490500797
