1,0,0,0,0,23.835
1,0,0,0,1,23.858
1,0,0,50,0,22.302
1,0,0,50,1,22.268
1,0,3,0,0,23.77
1,0,3,0,1,23.838
1,0,3,50,0,20.315
1,0,3,50,1,20.252
1,10,0,0,0,23.874
1,10,0,0,1,23.854
1,10,0,50,0,21.844
1,10,0,50,1,21.85
1,10,3,0,0,23.809
1,10,3,0,1,23.853
1,10,3,50,0,21.209
1,10,3,50,1,21.168
1,0,0,80,0,18.239
1,0,0,80,1,18.198
1,0,0,90,0,18.574
1,0,0,90,1,18.595
1,0,3,80,0,18.77
1,0,3,80,1,18.829
1,0,3,90,0,18.767
1,0,3,90,1,18.725
1,10,0,80,0,18.841
1,10,0,80,1,18.858
1,10,0,90,0,19.531
1,10,0,90,1,19.391
1,10,3,80,0,19
1,10,3,80,1,18.958
1,10,3,90,0,18.773
1,10,3,90,1,18.835
