2,0,0,0,0,22.067
2,0,0,0,1,22.066
2,0,0,50,0,20.632
2,0,0,50,1,20.607
2,0,3,0,0,22.003
2,0,3,0,1,22.069
2,0,3,50,0,18.781
2,0,3,50,1,18.796
2,10,0,0,0,22.087
2,10,0,0,1,22.059
2,10,0,50,0,20.192
2,10,0,50,1,20.219
2,10,3,0,0,22.025
2,10,3,0,1,22.067
2,10,3,50,0,19.566
2,10,3,50,1,19.574
2,0,0,80,0,16.912
2,0,0,80,1,16.938
2,0,0,90,0,17.254
2,0,0,90,1,17.222
2,0,3,80,0,17.395
2,0,3,80,1,17.342
2,0,3,90,0,17.305
2,0,3,90,1,17.295
2,10,0,80,0,17.403
2,10,0,80,1,17.434
2,10,0,90,0,18.129
2,10,0,90,1,18.012
2,10,3,80,0,17.634
2,10,3,80,1,17.561
2,10,3,90,0,17.305
2,10,3,90,1,17.38
