3,0,0,24.195,24.162,24.228
3,0,10,23.871,23.849,23.893
3,0,20,23.719,23.698,23.74
3,0,30,23.406,23.384,23.428
3,0,40,23.244,23.216,23.271
3,0,50,22.773,22.741,22.805
3,0,60,21.83,21.779,21.88
3,0,70,20.71,20.634,20.786
3,0,80,20.272,20.054,20.489
3,0,90,20.338,19.858,20.818
3,10,0,24.187,24.159,24.216
3,10,10,23.714,23.66,23.769
3,10,20,23.452,23.385,23.518
3,10,30,23.173,23.1,23.246
3,10,40,22.84,22.743,22.937
3,10,50,22.141,22.023,22.258
3,10,60,21.532,21.423,21.641
3,10,70,20.773,20.666,20.879
3,10,80,20.261,20.026,20.496
3,10,90,19.687,19.031,20.344
