1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
1662,-3.5447,0.00066133,0.001598,0.012114,-0.0023319,-3.4775e-05,0.012373,-5.6082,-0.00014356,-0.0001302,0.010278,-1.6561e-05,0.001467,0.011262,-0.98654,-0.0033584,0.00056038,0.0067183,0.002147,0.0015965,0.011189,-2.8537,0.00010387,-0.002116,0.0091049,-0.006324,-0.0031809,0.0099576,-0.64149,-0.0052812,0.0062312,0.0059183,-0.00075018,0.0054779,0.0045042,-0.95315,-0.0034784,-0.0039361,0.007736,-0.0023344,0.0005246,-0.0022204,2.4683,0.00054483,0.0018234,0.0051317,-0.00023793,0.0030232,-0.0032547,-0.12758,0.0010413,-0.0017103,0.001937,-0.0037716,-0.0013959,-0.00029118,2.7684,0.0006722,0.0022197,0.0051041,-0.0025827,0.0013875,0.0012079,4.5986,-0.0011429,0.0016654,0.0016654,-0.0027983,-0.00039282,0.0014818,1.8092,0.0027318,0.0041174,0.0069967,-0.0036613,0.0064882,0.0036703,0.33528,0.0056049,0.0044235,-0.00059057,0.00049097,0.00027461,0.0061632,-9.1828,0.00028878,-0.0010341,0.0010225,-0.001721,0.0028793,0.013499,-0.13144,0.0058144,0.005058,-0.006623,-0.0024838,0.0039938,-0.0022092,-4.2939,0.0023486,0.0016378,-0.00012365,-0.0025905,0.0044225,-0.0033926,-2.0522,0.0059103,0.0042971,-0.008336,0.0013337,0.0025931,0.011475,-6.2424,-0.00071368,0.0013123,-0.0018,-0.006671,0.0029101,0.0048256,-1.9601,0.0027186,0.0032746,-0.0001209,-0.0040733,0.0048368,-0.0050105,-2.5011,-0.00098092,-0.003985,-0.0020123,-0.0022552,0.0050268,0.00019994,-0.46879,-0.00087458,0.0072885,0.00027766,-0.0048399,0.0085515,0.0083695,-1.6863,0.0013285,0.00035241,0.00065699,-0.0032708,0.0027669,-0.0010859,-1.5147,0.0016955,0.0066673,-0.00039608,-0.0004253,0.0018067,0.00049511
1663,4.1254,0.010118,0.00042842,-0.00094737,-0.00607,-0.0070134,0.0063008,1.1134,0.0075953,0.0042948,-0.0074688,-0.00090097,-0.0043215,-0.0038123,6.3762,-0.0013559,0.0019039,-0.00079219,-0.0082121,-0.00317,-0.0097948,4.9144,0.00098952,0.0012247,-0.00031551,-0.0023224,-5.7773e-05,-0.013875,5.7933,-0.00092672,0.0029409,-0.0053827,-0.0077599,-0.0064612,-0.016938,5.6096,0.0037535,-0.0038758,-0.0012472,-0.0078003,-0.0031178,-0.0052238,6.2041,0.0036074,0.0023751,-0.00013859,-0.0037955,-0.0056295,-0.0031708,8.2828,0.0022114,0.0015666,0.0037991,-0.0033122,-0.0027612,-0.0020999,6.7389,0.0035169,0.0022878,-0.0026039,-0.005455,-0.0071265,-0.0083287,5.2837,0.0041978,0.0003286,0.0019763,-0.003063,-0.00066452,-0.011811,-0.14443,0.0028107,0.0010544,0.0061491,-0.0073138,-0.0047081,0.00068218,11.208,0.00069666,0.0043287,0.0016042,-0.0032309,-0.0044542,-0.0079851,16.549,-0.0015801,0.0035587,0.0091164,-0.00099447,-0.0098511,0.012812,6.906,-0.0012163,-0.0064815,0.010315,0.0024107,-0.005705,-0.0086091,7.3384,0.0030093,0.0027978,0.0043607,-0.0083572,-0.0056681,0.0054329,6.2074,0.0074388,-0.006089,0.00067132,-0.0060415,0.0016653,-0.0015825,12.412,-0.0019621,0.0012242,0.0028185,-0.002678,-0.009847,0.0030791,8.4735,0.002443,-0.0061819,0.0051916,-0.00059022,-0.0038477,-0.010067,8.2399,0.0047131,-0.003228,-0.0013681,-0.0014927,-0.00094126,-0.0059431,7.5551,0.0079047,-0.0037467,-0.0036278,-0.0087982,-0.0024801,-0.0039506,8.2068,0.0049676,0.003843,0.00080258,0.0010727,-0.0041918,-0.00085558,8.1769,0.0047472,-0.0055397,-0.00080462,-0.0026569,0.00011588,-0.0039315
1667,-1.2034,-0.0027025,-0.00041942,-0.0066069,0.0079217,-0.0016635,-0.0061386,-11.945,-0.0026207,0.0029955,-0.0080184,0.0020655,-0.0021636,-0.010053,-5.9878,0.0021695,-0.00085566,-0.00069333,0.0053637,-0.001449,0.0040322,-9.296,0.0034175,-0.0014954,-0.0042371,0.0063872,-0.0011463,0.0010303,-6.703,0.00023022,0.0026413,-0.0007724,0.0021398,-0.00089266,0.0066266,-13.745,0.0040248,-0.0019896,-0.00076095,0.0058353,0.00025424,0.004178,-13.608,0.002433,0.003728,0.00024764,0.00043709,0.0005375,-0.0047073,-14.469,0.0033653,-0.0029084,-0.00025913,-0.0060986,-0.0019164,0.00012612,-15.422,-4.532e-05,0.0016299,0.0066131,-0.0038855,-0.0023659,0.011077,-7.1246,0.0014443,-0.0020987,-0.0015708,-0.0041357,-0.0042094,-0.0001122,-9.5015,0.0031234,0.0059247,-0.0002774,-0.0072935,-0.004192,-0.001786,-17.217,0.0044135,-0.00069638,-0.00032436,0.00072542,-0.004986,0.0019725,-9.8827,0.0043505,0.0018881,-0.001698,0.0037514,0.0015406,0.0089701,-14.338,0.0027213,-0.0015245,-0.0037851,-0.0026239,-0.0046919,0.0024559,-4.2513,0.001386,0.00025507,-0.0053175,0.0038696,0.0060558,0.0054635,-16.146,0.0098999,0.0091322,-0.0062435,-0.00066622,0.00059153,-0.00065252,-7.7414,-0.0020292,0.00082026,-0.0024503,0.0039616,0.0035526,0.0068596,-8.1335,0.00083981,-0.0025915,-0.0018307,-0.0010855,-0.0006906,0.0026662,-2.7636,0.003141,0.00074959,-0.0035377,0.0023255,0.0024748,0.0030355,-15.14,-0.0033335,0.0017461,-0.0016356,-0.0034282,-0.0022435,0.0090004,-6.0901,0.0027584,0.0013411,0.0010386,-0.0019061,-0.0028039,0.0084659,-12.095,-0.0042024,0.00031648,0.0015001,-0.0007145,-0.0027683,0.0011391
1676,-5.188,-0.0087296,0.004896,-0.0027722,-0.0021769,-0.0019238,-0.016364,0.73223,-0.012669,-0.0001494,-0.012828,0.00075517,-0.001171,-0.017766,-2.563,-0.00094443,-0.0010408,-0.0020614,-0.0071516,0.00015235,-0.0075549,-5.5728,-0.00046013,0.00066652,-0.0024438,-0.0068653,0.0048433,-0.014318,-1.073,-0.0016593,-0.0017379,2.0189e-05,-0.0066553,0.0025268,-0.011442,-5.0807,0.0091683,0.0020548,-0.0056334,-0.0020522,0.0040722,-0.011892,-4.5246,-0.00076,-4.9893e-05,-0.0018975,0.0044509,0.0030279,-0.011164,-9.2137,-0.0077895,0.0030782,-0.0014043,-0.0062251,0.0072539,-0.0045485,3.3545,-0.00082326,0.0010549,-0.0016664,0.0031557,0.0018223,-0.014963,-1.8267,0.0042326,-0.0010502,-0.00049284,-0.0031279,0.0004931,-0.0078847,2.1686,-0.0036026,0.0008356,0.0026374,-0.0011084,0.0043113,-0.01572,-4.6233,-0.012888,-0.00072514,-0.00012244,-0.0094719,0.0054053,-0.011697,-14.85,-0.0066476,-0.0021851,0.0034551,-0.0044261,7.1628e-05,-0.0086132,0.55554,-0.0015235,0.0054952,0.0025496,-0.0044632,-0.0013454,-0.007052,-1.1992,-0.00043425,-0.00046782,-0.0005224,-0.00044005,0.0026838,-0.0023044,-0.10576,-0.0038794,-0.0030567,0.0047086,-0.0045539,0.0031392,-0.00039224,-14.512,-0.0013243,-0.0025489,0.0043436,-0.0035322,0.00047746,-0.0060092,-0.92098,-0.00034891,0.00026269,0.0030388,-0.0047827,-0.0024281,-0.0044227,-1.0888,-0.00032562,0.0031888,0.0071273,-0.002266,5.2582e-05,-0.0156,-1.8016,-0.0075661,-0.0029559,0.013921,-0.0028997,0.0042625,-0.019234,-6.1874,-0.0094156,-0.0083248,-0.0044705,0.0038596,0.0039564,-0.024316,-1.3004,-0.0040074,-0.0010225,0.0047366,-0.0052602,-0.0065797,-0.0052059
1681,-4.8466,0.0042081,-0.0011356,0.0058751,-0.0022167,0.0013696,0.010829,5.2361,0.0029023,-0.00090561,0.0089763,-0.00093645,-0.0023356,0.0099853,-0.73177,-0.0020498,-0.00046672,0.0021602,-0.00038547,0.0012624,0.012549,-1.4742,0.0035521,-0.0017168,0.0065305,-0.007591,-0.0048015,0.015456,1.2008,0.00055687,-5.4661e-05,-0.0030053,-0.0020564,5.7006e-05,0.01109,-0.35755,0.0021065,0.00077705,-8.5888e-05,-0.0018345,-0.00564,0.0015053,-6.0679,0.0047244,0.0012076,-0.0037168,-0.0020416,0.00013036,0.0015815,-1.8974,-0.0018387,0.001002,-0.0011537,0.0012004,-0.002484,0.0092081,-1.7732,0.0019768,0.00044105,-0.0042676,-0.00074791,-0.0030365,-0.0022497,-4.3503,-0.0030784,0.0021721,-0.00065572,0.002994,0.00082013,0.008229,-2.3373,0.0028487,0.00070405,-0.0028993,-0.0021395,-0.0026956,0.0045368,-21.129,0.00093485,0.00365,0.0026293,0.00083156,-0.0036384,0.0086284,4.5889,0.005043,0.00068105,-0.0017916,0.0017723,-0.00153,0.011313,-9.09,0.0031774,-0.0032712,-0.005897,-0.0037078,0.0042586,0.0092365,4.8522,0.0067568,-0.0073511,-0.0014067,0.0002056,-0.013709,-0.0060665,-10.127,-0.0034213,0.0029584,-0.002036,0.0013435,-0.0025165,0.0039039,3.4623,0.001096,0.00051479,-0.0018125,-0.0019707,0.0010468,0.0011822,-5.0493,0.0054536,-0.0024299,-0.009036,-0.002106,-0.00010275,0.0087059,5.8121,0.0083528,0.00039679,-0.00028922,-0.00019016,-0.020959,0.0030001,-6.2942,0.0047952,0.011196,0.0028499,0.0098727,-0.0022215,-0.0081216,2.4728,0.0025602,-0.001547,-0.0018946,-0.0023844,0.0011974,-0.0037011,-6.3013,0.0028615,6.0289e-05,-0.0082159,0.00099781,-0.0007091,0.010811
1783,-0.0027069,0.001557,-0.0026351,-0.0089354,-0.0036394,0.0019897,-0.0092218,-4.1743,-0.0017238,0.0009535,-0.0059094,-0.00093597,0.003516,-0.0041162,-1.524,-0.0013146,0.0016533,-0.0026549,-0.0070373,0.0041091,-0.010375,-3.3831,-0.0012357,0.00015544,-0.0019358,0.00094955,0.0027848,-0.01161,-2.868,-0.0014364,0.0017305,-0.0023996,-0.0065485,0.0036675,-0.0058609,-3.9371,-0.0092808,-0.00063983,-0.0022665,-0.0042384,0.0038323,0.001205,-1.8252,0.0020805,0.00030829,-0.0019329,-0.00090363,-0.00104,-0.0020072,-2.7601,-0.00045712,-0.00065937,-0.00069952,0.00060043,0.00071599,0.00012296,-2.1678,0.001598,0.00059136,0.00028673,-0.0022937,0.0012525,-0.0041172,-1.7688,0.0016064,-0.0014129,-0.0026437,0.0018215,0.0038469,0.00013432,1.0887,0.0015372,0.0015576,-0.0032855,-0.001511,-2.592e-05,-0.00029385,-7.4171,0.00054324,0.00049355,0.00041404,0.0019676,0.0010229,0.0017957,-8.0715,-0.0031045,-0.001324,-0.0018126,-0.0011652,0.00042033,-0.019029,-3.9751,-0.0025637,0.005819,-0.0014065,-0.00058995,0.0035199,0.00064715,0.31819,0.0049239,-0.0019049,-0.0035479,0.0010434,0.0006953,-0.0028683,-1.5122,0.0046545,0.0030329,-0.0022877,-0.0084167,0.0045583,0.0059135,-6.0395,-0.00030567,0.001696,0.0021842,-0.0021761,0.0028317,-0.0033352,-3.8364,0.00049348,0.00040392,0.002216,-0.0030408,0.0039223,-0.0052696,-3.1832,-0.00090925,-0.0066043,-0.00066316,-0.0021555,-0.0018035,-0.0012618,-1.6539,0.00046909,0.0097942,0.0024288,-0.0028878,0.0081655,0.0031076,-2.0811,-0.0023099,-0.0011623,-0.000538,0.0012196,0.00156,-0.0094111,-5.1159,-0.00086583,-0.00041593,0.00092896,-0.0045593,0.0038148,0.00088132
1967,0.40506,-0.0024916,-0.0041613,-0.010527,0.0014462,0.003826,-0.012467,6.2206,-0.010395,0.0044576,-0.010328,0.0012587,0.0030465,-0.011057,-1.7582,0.0043429,-0.0009919,-0.0058726,0.0042524,-0.00021712,-0.0019817,-3.1128,0.00040854,0.004614,-0.0087664,5.4968e-05,0.002228,-0.0058151,-0.81163,0.0038195,-0.0016699,-0.0035067,0.0042974,-0.0070194,-0.0026906,-1.9882,0.0020048,0.00055394,-0.011682,-0.0030933,-0.0043041,0.0058441,1.1356,-0.00059252,-0.0033692,-0.010265,0.0026195,-0.0034404,-0.0025208,3.4673,-0.00065726,0.00085943,-0.0067768,0.002524,0.0041007,-0.0006872,3.2475,-0.0012706,-0.0060757,-0.0070182,0.00037004,-0.0019609,-0.0060331,1.6248,0.0040002,-0.0017225,-0.0037218,0.0015513,-0.00090319,-0.0036799,1.457,-0.0031428,-0.004623,-0.013126,0.0041918,-0.0042905,-0.010452,17.84,9.5577e-05,-0.0051376,-0.0020008,0.0016029,0.0015226,-0.00076324,-0.18206,-1.1864e-05,-0.0025124,-0.0017318,0.0018477,9.9964e-06,-0.0035815,0.41848,-0.0038451,0.0044775,-0.00031998,0.0012681,-0.0013096,0.00069827,3.6421,0.0009817,-0.0047081,-0.0016639,-0.0043504,-0.0029735,0.0033207,3.9282,-0.013054,0.0015917,0.002019,0.00056752,-0.01125,-0.00059312,-4.0155,0.00063648,-0.0018346,-0.0010766,0.0013306,0.0010835,-0.00061692,0.81986,-0.0045267,-0.00072797,0.0016519,0.0021307,-0.002618,0.0038094,8.5617,-0.0027682,-0.0028873,0.00085633,-0.0020777,0.0041754,-0.0032162,1.0933,0.0032579,-0.00066203,-0.0017149,0.00096155,-0.0033462,-0.0022208,-0.70744,-0.0016345,-0.0054413,-0.0032961,-0.0014007,0.00045495,0.00099951,1.1816,-0.0048525,-0.0026256,0.0013271,0.0028442,-0.0040512,0.00082475
2006,3.0121,-0.0003397,0.0022827,0.0020502,-9.7158e-05,-0.00013996,0.0016337,1.4184,-0.0023912,-0.0011378,0.0030364,-0.0018268,0.00016791,0.0039512,-1.7554,-0.00051281,0.0002272,0.0038586,0.0045744,-0.0013385,0.0079651,-0.14429,0.00081442,-0.00087372,0.0036077,-0.001291,-0.0025823,0.0074418,-0.92818,0.0012988,0.0027852,-0.0039922,0.00059546,4.6476e-05,0.010384,-0.17489,0.0062145,0.0012009,3.5286e-05,0.0021437,-0.0016952,-0.00201,5.0919,0.0019769,0.0023746,0.0014652,-0.00035169,0.0029085,0.0016601,-2.083,0.0029648,0.0023615,-0.00063473,-0.0008122,-0.0025089,0.0010747,2.1467,0.0004682,-0.00010895,-0.00072433,-3.5298e-05,-4.633e-05,0.0022998,0.5558,0.00051066,0.0044114,0.00018551,-0.0033782,0.0017079,0.0024731,1.2795,0.00075485,0.00027312,0.0010327,-0.0031101,-0.0031509,-0.0018352,6.7401,0.0037065,-0.002057,-0.0028998,-0.001682,-0.00079692,0.0058397,1.3449,0.0044553,-0.0029389,-0.0027653,-0.0034704,-0.0029377,0.013106,2.5088,0.00044813,3.435e-06,-0.0015257,-0.00081995,-0.0019526,0.0012093,0.16524,-0.0040229,-0.0052247,-0.0015683,0.0024836,0.0003169,-0.004784,5.9543,-0.0091383,0.0022687,0.0035225,8.73e-05,-0.0074898,-0.0053937,2.2727,0.00041961,0.0002419,-0.0026462,-0.0021458,-0.0036426,0.0055276,-0.061574,0.00063632,0.0014726,-0.0042963,0.0014682,-0.002862,0.0067085,0.033398,0.00059033,-0.003483,-0.00095015,0.0014394,0.0059941,-0.0065015,1.2713,-0.0081014,-0.00034825,0.0055372,-0.0012306,-0.003728,-0.0018861,0.26224,0.0065036,0.0017649,-0.00028976,-0.0028811,-0.0029819,0.011979,-1.1956,0.00031251,0.0052225,7.66e-05,-0.00035903,0.00024703,0.0004557
2060,0.43293,0.0068038,0.0029706,-0.0046953,0.0026365,-0.0066614,0.0034982,-1.1322,-0.0028322,0.0023699,0.0065395,0.0067197,-0.007425,-0.0013717,0.94448,0.0016713,-0.00079273,0.0016439,0.0034857,-0.0079529,0.0025709,-0.33569,0.0024451,0.0011324,0.00017284,0.0045172,-0.0049864,0.0014833,2.0419,0.0021744,0.004203,2.1819e-05,0.0098887,-0.0070167,0.0015005,-1.2154,0.0099734,0.0041418,-0.00026958,0.0066267,-0.0088944,0.0051682,8.7775,0.0022318,0.0047991,-0.0019552,-0.0010274,-0.001264,0.011029,-12.479,0.0018844,0.0045794,0.001191,-0.00033159,-0.004096,0.0034367,5.2679,0.00064145,0.0051858,0.0057236,0.00087777,0.00092503,0.0097249,-2.7229,0.0011918,0.0050523,-0.00011697,-0.0011929,-0.003073,0.0005825,1.8244,-0.0023847,0.0064543,0.0023404,0.0028339,-0.0075341,0.0079842,-6.1319,-0.0013908,0.0029948,0.0035513,-0.00032519,-0.0054828,0.0082146,10.059,0.0045485,0.0030017,0.00094304,0.0021773,-0.0078796,0.0070243,1.9246,-0.00068814,-0.002613,0.00043821,0.0026924,-0.0074472,0.00068614,0.67011,0.0078636,0.003747,0.0016902,-0.00092173,-0.0067825,0.00072597,-3.2024,0.0070319,-0.00013224,-0.0088038,0.0036709,-0.0045456,0.0075775,7.0824,0.0019045,0.0019305,-0.0024356,0.0028738,-0.0090147,0.0043687,3.8346,-0.00036044,0.00077837,0.00046567,0.0040009,-0.007886,0.0010058,0.43556,-0.0030353,0.0094704,0.0097191,-0.0022586,-0.0042003,-0.0091291,-1.2111,0.0063359,0.00031033,-0.0023673,0.0046605,-0.0056513,-0.0057211,1.3644,0.0050463,0.0056883,0.0044416,-0.0032607,-0.003851,0.014043,1.0073,0.0017726,0.0027166,-0.0024056,0.001803,-0.0058587,0.00089248
2062,0.33745,-0.0048525,0.0021785,-0.0023179,-0.00074448,-0.00097753,-0.0096055,1.8203,-0.014738,0.00080894,-0.0031356,0.0015325,-0.0018912,-0.0083394,1.2408,-0.0011843,0.0037217,0.00062558,-0.0033919,-0.0010337,-0.0047544,-1.1582,-0.00423,-0.00032185,0.0038994,0.00047491,0.0014456,-0.0028578,-0.016399,-0.0030409,0.0021343,0.0019137,-0.0027928,-0.0025638,0.0027177,-5.757,-0.0021533,0.0029619,-0.0042744,-0.00061484,0.0026002,-0.00072286,-4.6681,-0.0025102,-0.0010953,-0.0019602,0.0034741,0.000692,-0.0040484,-2.3803,0.0013076,0.0013516,0.00028511,0.003572,0.0003665,-0.0032267,0.45228,-0.0012736,-0.00062155,-0.006453,0.0065182,-0.0010426,-0.002855,1.097,-0.00096594,0.00046635,0.001403,0.0012147,-0.0030792,-0.00094996,-0.94747,-0.0027808,-0.0024481,-0.0064719,0.0045053,0.0022287,-0.0065329,-6.6305,-0.001039,-0.00084114,0.0006177,-0.00089207,-0.0026341,-0.0062339,-1.3352,-0.0022942,0.0027605,-0.0024811,0.0033957,0.0065017,-0.021176,2.4084,-0.00087353,0.0014055,-0.00062658,0.0033408,0.00021377,0.00029734,0.31286,-0.0038,-0.0030417,0.0017072,-0.0020925,0.0022397,-0.010078,10.936,0.0049687,0.0013514,-0.0055897,0.00045904,-0.00189,0.0050763,-5.7742,0.0037582,0.0010999,-0.0031628,0.0056201,0.0035612,-0.0030228,1.3884,-0.0040455,0.00094339,0.00092856,0.001477,-0.00080616,0.0037162,-0.32987,0.003328,-0.0059646,-0.0063879,-0.0018572,0.0050439,0.0032985,13.057,-0.0047007,0.0080893,-0.0026834,-0.0008783,-0.0076541,0.014874,-3.1063,-0.0027632,-0.00042685,-0.003041,0.0080214,0.0013062,-0.0082111,1.3645,-0.0034085,-0.0013934,0.0013845,0.0019836,-0.0044983,-0.00056846
2107,-6.5517,0.0015264,0.0055349,-0.0049882,-0.0053574,-0.0050283,-0.0082669,1.201,0.0067326,-0.0011537,-0.0099199,0.00085806,0.0011108,-0.010341,-4.9355,-0.0012273,0.0050725,0.00039859,-0.0064606,-0.0026302,-0.016351,-5.2595,0.0052157,0.00024544,-0.0011243,0.0029984,-0.0041153,-0.018021,-3.7927,0.00098294,0.00063166,-0.0039338,-0.0018964,-0.011602,-0.01577,1.2526,0.010849,0.0017901,0.0073563,-0.0047145,-0.0058574,-0.013641,-6.1712,-0.0011092,0.00070048,-0.0030575,0.0012132,-0.0051944,-0.0042775,-5.6867,0.0020925,-0.0031986,0.0034865,0.0020645,-0.0019065,-0.0015065,-2.5673,0.0023025,0.0029734,-0.0040499,0.0016134,-0.0014128,-0.0051876,-5.0538,0.0024921,-0.0026215,-0.0023123,0.002804,-0.0062449,-0.0043762,-0.90245,-0.00053319,0.0017938,-0.0022378,5.1933e-05,-0.0027706,-0.00099213,-5.0517,-0.0015415,0.0038881,0.0047592,0.0011018,-0.0061799,-0.0010374,-16.349,-0.00092856,0.00088854,0.0018697,-0.0027091,-0.0086225,-0.0085759,-4.6463,-0.00075249,-0.0049856,0.0068569,0.0052229,-0.010674,-0.007405,-7.3376,-0.0028772,0.0026347,0.0052982,-0.00051735,0.0023655,-0.013891,-5.7698,0.0057068,-0.0093356,0.0071335,0.0035691,0.0041181,-0.015159,-20.54,0.0010519,0.00091036,0.0048325,-0.0014807,-0.0073374,-0.0074174,-3.4879,-0.00079074,0.00043112,0.0038137,0.0023309,-0.0093538,-0.0038232,-3.4618,0.0022801,-0.0020706,0.00087151,0.001553,-0.001371,-0.0075685,-4.7266,0.0064175,-0.0031644,-0.00030568,-0.00099518,0.0062813,-0.0078437,-12.17,0.0012144,0.0027065,0.0022917,0.0010169,-0.0052546,-0.0072342,-4.9688,-0.0014829,-0.0048564,0.0013189,0.00043113,-0.006031,-0.0031533
2113,-0.14039,-0.0048257,-0.00094557,0.00044545,0.0054113,-0.0019566,-0.003006,-6.428,-0.0027243,-0.0020884,0.0059839,0.0055175,-0.0055921,-0.0029361,-2.657,0.001214,-0.0014845,0.0016743,0.0038877,-0.0042839,0.0022862,-6.9501,-0.0035933,0.002655,0.0024328,0.0012322,-0.0012258,0.002236,-0.29447,-0.0011282,-0.00072501,0.0046479,0.0032295,-0.00062428,0.0012955,-3.1407,-0.0017814,0.0065518,-0.0016686,0.0027114,-0.00022934,0.0016197,-0.85067,0.00082985,0.0041388,-0.0033355,0.00291,-0.0011666,-0.0043697,-0.097815,-0.0053405,0.0013847,0.0041578,0.0013454,0.0014004,-0.00026027,0.84951,0.0020607,0.0040195,-0.0030927,0.00079408,-0.0041346,-0.0076303,-1.1857,-0.00057176,0.00095825,0.00010394,0.0047174,-0.0018522,-0.000454,1.9721,0.0001154,0.0038718,-0.0090269,-0.0021482,-0.0041611,-0.0077843,0.58498,0.0011244,0.0044512,0.002196,0.0030558,0.0010841,0.0059898,-15.659,0.0001538,0.001658,-0.003118,0.0024703,0.0030989,-0.014214,-1.0553,-0.0043808,-0.0046936,0.010542,0.0013612,-0.0089163,-0.00708,0.13931,-0.0047261,-0.0039037,-0.0028121,0.0013196,0.0046926,0.00047921,1.1557,-0.0026835,-0.0092371,0.00092839,0.0062215,-0.0054632,-0.00094195,-17.335,0.002145,-0.00082543,-0.0020336,0.0026228,-0.00079206,-0.00086081,1.4333,0.0012082,0.00083911,0.0054457,0.003367,-0.0028949,-0.010463,-0.44725,-0.0006576,-1.2192e-05,0.00091225,-0.0050448,-6.6947e-05,-9.6224e-05,2.2367,0.0044851,-0.0033803,0.0031717,0.0050416,-0.0041037,-0.016803,-7.3124,-0.0029535,-0.00042906,-0.0015167,0.0063839,-0.001649,-0.0067801,3.0825,-0.0020495,-0.0012886,0.0031605,0.0033492,-0.0052804,-0.0053803
2132,-0.93124,0.0014837,0.0057405,0.0055641,-0.0026615,0.00035871,0.006296,2.5009,0.018397,0.00045881,0.0026252,-0.0009129,0.0044615,0.0094902,2.3855,-0.0036025,-8.2298e-05,0.0033295,-0.0036305,0.002376,0.007712,2.1815,0.0036472,-0.0018859,0.0023507,-0.0057627,-0.0013204,-0.0019289,3.0509,0.0024936,-0.0026777,-0.0025125,-0.00070845,0.0095427,-0.00061461,3.6386,0.011577,-0.001342,0.0032161,0.0073229,0.0027772,-0.005838,1.7085,0.0018266,-0.0022805,0.0083573,-0.0041547,0.0052845,-0.00095265,0.96851,0.0031479,-0.0012668,0.0078046,-0.0059692,-0.0018067,-0.0092721,1.5576,-0.003039,-0.0029898,0.0052347,-0.00013946,0.0056393,-0.000255,2.9646,0.0031943,-0.0010976,0.0019698,-0.0050277,8.288e-05,-0.0094629,3.6011,-0.0032853,-0.0037491,0.013127,0.0027797,0.0072082,-0.00046366,12.191,0.0088621,0.00025694,-0.005945,-0.0030299,0.0025158,-0.0067202,6.4224,0.00098055,0.0032117,0.0042361,-0.00029954,0.0032389,0.021893,1.3731,0.0029627,0.00047961,0.0036828,0.00041901,0.0061941,-0.0084666,3.4861,0.0026569,0.0091318,0.0042079,-0.0020934,0.0015506,0.0035137,2.9748,0.0046234,-0.0050799,0.0061163,-0.00602,0.011236,-0.0044776,10.467,-0.0031533,0.00036769,0.0022954,-0.0037614,-0.00029288,0.0026479,1.606,0.00692,0.0032712,-0.00078275,-0.0031218,0.0025707,-0.0089893,4.0084,-0.0016163,0.010592,0.0064667,0.0024725,0.0033622,-0.0080814,2.2424,-0.00034849,-0.0080223,0.0056847,0.0027271,0.0091791,-0.014433,2.648,0.0076517,0.0064426,0.0044103,-0.0064053,-0.00016817,0.01908,1.532,0.0089068,0.0045911,-0.0018891,-0.0037928,0.0050916,-0.0033089
2226,2.7166,0.01694,0.0021231,0.0064399,-0.003612,0.00085886,0.027017,2.089,0.024851,-0.0014537,0.0078575,-0.0070556,0.003279,0.021479,3.1244,-0.0027635,0.0032327,0.0038054,-0.0024259,-0.00092769,0.0027861,4.7406,0.0033761,-0.0045989,0.0074923,-0.0035985,-0.0036927,0.0069582,4.4802,0.00011844,0.0035154,-0.00063184,0.0017024,-0.00056345,-0.0075987,5.4738,0.0040927,0.0006715,0.0040221,-0.00010553,0.0025162,-0.0088259,2.9767,0.00075085,-0.0011238,0.0059757,-0.0041175,-0.0013818,-0.0023059,2.5947,0.0012229,-0.0012942,0.0048169,-0.0066116,-0.00088014,-0.0052305,0.73606,0.00017387,0.0018806,0.0067866,-0.0042132,-0.0013852,0.0066811,3.0822,-0.0028461,-0.0015906,0.007696,-0.011491,0.00012651,-0.0042457,4.0336,0.0012764,-0.00281,0.010959,-0.0025507,-0.0016369,0.0071433,6.8979,3.1306e-05,-0.0028835,-0.0014454,-0.0053699,-0.0056988,0.0059661,14.583,0.0038981,0.0021933,0.0047977,-0.0037084,-0.013703,0.018517,-0.29163,-0.0015089,-0.0015788,0.0030994,-0.0013858,0.0063323,0.0010355,5.5351,0.0070258,0.0055454,0.0029998,0.00020172,-0.014637,0.014632,5.3345,0.005707,-0.0092884,0.00066485,-0.010861,0.0022221,0.0047253,13.732,-0.00095751,0.0022555,0.00085912,-0.00036563,-0.00085076,0.0016021,-0.011854,-0.0020063,-0.00054811,0.0038153,-0.0015026,0.0043148,-0.0045432,4.2456,0.015156,0.0019835,-0.0059609,-0.014352,-0.016285,0.0095807,5.2599,0.0043411,0.0010585,0.00017975,-0.0059692,0.00066097,-0.0040272,7.6971,0.005976,0.0081388,0.0057447,-0.0022377,-0.0045409,0.0087521,2.7934,-0.0060442,-1.9845e-05,0.004352,-0.0040309,0.0076877,0.0013562
